transaction_id,status,amount,sender,receiver,transaction_type,bank_amount,amount_variance,root_cause,recommended_action,execution_status,genai_insight
T0000115,balance_inconsistency,33492.09,C6118670,M2940136,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6118670's starting/ending balances do not align with the ₹33,492.09 transaction amount."
T0000118,balance_inconsistency,210017.27,C3209330,C3074121,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3209330's starting/ending balances do not align with the ₹210,017.27 transaction amount."
T0000129,balance_inconsistency,26910.38,C6712464,M5014285,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6712464's starting/ending balances do not align with the ₹26,910.38 transaction amount."
T0000131,balance_inconsistency,18155.18,C5982214,M4687309,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5982214's starting/ending balances do not align with the ₹18,155.18 transaction amount."
T0000146,balance_inconsistency,111393.84,C1312236,C1868940,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1312236's starting/ending balances do not align with the ₹111,393.84 transaction amount."
T0000156,balance_inconsistency,94189.59,C2136526,M3405696,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2136526's starting/ending balances do not align with the ₹94,189.59 transaction amount."
T0000162,balance_inconsistency,97887.2,C4682677,M6933827,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4682677's starting/ending balances do not align with the ₹97,887.20 transaction amount."
T0000163,balance_inconsistency,45780.2,C4657481,M3722652,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4657481's starting/ending balances do not align with the ₹45,780.20 transaction amount."
T0000166,balance_inconsistency,81915.62,C3890941,C7848576,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3890941's starting/ending balances do not align with the ₹81,915.62 transaction amount."
T0000178,balance_inconsistency,126468.83,C9105594,M8873407,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9105594's starting/ending balances do not align with the ₹126,468.83 transaction amount."
T0000187,balance_inconsistency,45104.19,C4429190,M9116921,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4429190's starting/ending balances do not align with the ₹45,104.19 transaction amount."
T0000190,balance_inconsistency,54381.32,C7153305,C1752058,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7153305's starting/ending balances do not align with the ₹54,381.32 transaction amount."
T0000204,balance_inconsistency,65831.24,C3392829,M7847548,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3392829's starting/ending balances do not align with the ₹65,831.24 transaction amount."
T0000226,balance_inconsistency,110977.79,C6212975,C5061689,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6212975's starting/ending balances do not align with the ₹110,977.79 transaction amount."
T0000251,balance_inconsistency,254493.61,C2694026,M3277437,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2694026's starting/ending balances do not align with the ₹254,493.61 transaction amount."
T0000323,balance_inconsistency,6185.98,C9776396,M1492644,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9776396's starting/ending balances do not align with the ₹6,185.98 transaction amount."
T0000346,balance_inconsistency,125951.15,C9424391,C7102103,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9424391's starting/ending balances do not align with the ₹125,951.15 transaction amount."
T0000366,balance_inconsistency,114935.3,C3843361,M1519233,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3843361's starting/ending balances do not align with the ₹114,935.30 transaction amount."
T0000396,balance_inconsistency,132299.04,C2767911,C9386150,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2767911's starting/ending balances do not align with the ₹132,299.04 transaction amount."
T0000409,balance_inconsistency,36820.06,C2568506,C1770870,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2568506's starting/ending balances do not align with the ₹36,820.06 transaction amount."
T0000416,balance_inconsistency,8014.22,C2096492,C1858180,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2096492's starting/ending balances do not align with the ₹8,014.22 transaction amount."
T0000426,balance_inconsistency,45619.67,C8237119,M2317925,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8237119's starting/ending balances do not align with the ₹45,619.67 transaction amount."
T0000439,balance_inconsistency,128838.64,C9758083,M5852715,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9758083's starting/ending balances do not align with the ₹128,838.64 transaction amount."
T0000443,balance_inconsistency,25278.97,C5575352,M3598235,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5575352's starting/ending balances do not align with the ₹25,278.97 transaction amount."
T0000448,balance_inconsistency,42855.93,C3578015,M8270504,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3578015's starting/ending balances do not align with the ₹42,855.93 transaction amount."
T0000450,balance_inconsistency,60382.67,C9323274,C7094582,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9323274's starting/ending balances do not align with the ₹60,382.67 transaction amount."
T0000454,balance_inconsistency,32896.13,C5996781,M6832844,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5996781's starting/ending balances do not align with the ₹32,896.13 transaction amount."
T0000456,balance_inconsistency,88271.11,C6705775,C5351604,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6705775's starting/ending balances do not align with the ₹88,271.11 transaction amount."
T0000465,balance_inconsistency,140070.37,C2493733,C5628689,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2493733's starting/ending balances do not align with the ₹140,070.37 transaction amount."
T0000467,balance_inconsistency,28057.38,C2633213,C1138998,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2633213's starting/ending balances do not align with the ₹28,057.38 transaction amount."
T0000483,balance_inconsistency,83978.84,C5167069,C8080224,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5167069's starting/ending balances do not align with the ₹83,978.84 transaction amount."
T0000504,balance_inconsistency,127092.98,C5085071,C5400779,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5085071's starting/ending balances do not align with the ₹127,092.98 transaction amount."
T0000507,balance_inconsistency,87447.03,C3418227,M3483372,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3418227's starting/ending balances do not align with the ₹87,447.03 transaction amount."
T0000521,balance_inconsistency,60756.1,C2730711,C3681554,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2730711's starting/ending balances do not align with the ₹60,756.10 transaction amount."
T0000528,balance_inconsistency,150306.58,C9288733,M3052714,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9288733's starting/ending balances do not align with the ₹150,306.58 transaction amount."
T0000530,balance_inconsistency,17813.71,C2489785,M2699009,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2489785's starting/ending balances do not align with the ₹17,813.71 transaction amount."
T0000543,balance_inconsistency,91084.99,C8478945,C7211066,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8478945's starting/ending balances do not align with the ₹91,084.99 transaction amount."
T0000545,balance_inconsistency,10718.93,C4863336,M6118617,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4863336's starting/ending balances do not align with the ₹10,718.93 transaction amount."
T0000561,balance_inconsistency,38817.23,C5437751,C1309205,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5437751's starting/ending balances do not align with the ₹38,817.23 transaction amount."
T0000567,balance_inconsistency,138001.14,C6783095,C8546279,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6783095's starting/ending balances do not align with the ₹138,001.14 transaction amount."
T0000568,balance_inconsistency,98201.8,C6141093,C6748577,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6141093's starting/ending balances do not align with the ₹98,201.80 transaction amount."
T0000583,balance_inconsistency,77666.08,C4636833,C5910003,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4636833's starting/ending balances do not align with the ₹77,666.08 transaction amount."
T0000599,balance_inconsistency,46426.28,C6546556,C5275974,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6546556's starting/ending balances do not align with the ₹46,426.28 transaction amount."
T0000630,balance_inconsistency,152438.97,C3947459,C7637143,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3947459's starting/ending balances do not align with the ₹152,438.97 transaction amount."
T0000647,balance_inconsistency,63875.65,C9644436,C2802843,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9644436's starting/ending balances do not align with the ₹63,875.65 transaction amount."
T0000655,balance_inconsistency,53944.75,C7896550,M6212338,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7896550's starting/ending balances do not align with the ₹53,944.75 transaction amount."
T0000657,balance_inconsistency,40990.01,C1652203,C1607258,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1652203's starting/ending balances do not align with the ₹40,990.01 transaction amount."
T0000663,balance_inconsistency,47498.14,C6377004,C1719460,DEBIT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6377004's starting/ending balances do not align with the ₹47,498.14 transaction amount."
T0000664,balance_inconsistency,8116.24,C7253182,C3184066,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7253182's starting/ending balances do not align with the ₹8,116.24 transaction amount."
T0000671,balance_inconsistency,82252.24,C6725971,C6064673,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6725971's starting/ending balances do not align with the ₹82,252.24 transaction amount."
T0000704,balance_inconsistency,121281.43,C6084554,M3960492,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6084554's starting/ending balances do not align with the ₹121,281.43 transaction amount."
T0000723,balance_inconsistency,299341.46,C8073602,C8773622,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8073602's starting/ending balances do not align with the ₹299,341.46 transaction amount."
T0000731,balance_inconsistency,261211.4,C9294610,C3962509,DEBIT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9294610's starting/ending balances do not align with the ₹261,211.40 transaction amount."
T0000738,balance_inconsistency,96927.53,C9085298,C9034353,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9085298's starting/ending balances do not align with the ₹96,927.53 transaction amount."
T0000739,balance_inconsistency,223531.43,C8354027,M5751009,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8354027's starting/ending balances do not align with the ₹223,531.43 transaction amount."
T0000747,balance_inconsistency,33502.98,C3817153,C7531868,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3817153's starting/ending balances do not align with the ₹33,502.98 transaction amount."
T0000757,balance_inconsistency,41322.08,C2151294,C1298828,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2151294's starting/ending balances do not align with the ₹41,322.08 transaction amount."
T0000775,balance_inconsistency,73857.31,C4814232,C2284330,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4814232's starting/ending balances do not align with the ₹73,857.31 transaction amount."
T0000776,balance_inconsistency,251788.56,C2066307,C3416622,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2066307's starting/ending balances do not align with the ₹251,788.56 transaction amount."
T0000783,balance_inconsistency,55441.11,C5303548,M6845356,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5303548's starting/ending balances do not align with the ₹55,441.11 transaction amount."
T0000788,balance_inconsistency,61031.07,C1110724,M9342372,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1110724's starting/ending balances do not align with the ₹61,031.07 transaction amount."
T0000797,balance_inconsistency,78103.13,C3838507,C8663363,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3838507's starting/ending balances do not align with the ₹78,103.13 transaction amount."
T0000815,balance_inconsistency,96015.85,C1388971,C7510115,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1388971's starting/ending balances do not align with the ₹96,015.85 transaction amount."
T0000816,balance_inconsistency,152226.41,C1957775,C1907302,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1957775's starting/ending balances do not align with the ₹152,226.41 transaction amount."
T0000859,balance_inconsistency,53987.36,C9713764,C2615546,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9713764's starting/ending balances do not align with the ₹53,987.36 transaction amount."
T0000885,balance_inconsistency,63000.19,C1477233,M1916490,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1477233's starting/ending balances do not align with the ₹63,000.19 transaction amount."
T0000888,balance_inconsistency,135423.63,C3436828,C4030036,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3436828's starting/ending balances do not align with the ₹135,423.63 transaction amount."
T0000896,balance_inconsistency,29705.34,C1490502,M8394765,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1490502's starting/ending balances do not align with the ₹29,705.34 transaction amount."
T0000898,balance_inconsistency,219221.58,C6546780,M7226916,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6546780's starting/ending balances do not align with the ₹219,221.58 transaction amount."
T0000903,balance_inconsistency,154210.86,C5130370,C1270471,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5130370's starting/ending balances do not align with the ₹154,210.86 transaction amount."
T0000908,balance_inconsistency,44666.82,C1825488,C8040554,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1825488's starting/ending balances do not align with the ₹44,666.82 transaction amount."
T0000909,balance_inconsistency,43244.72,C7932277,M3660264,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7932277's starting/ending balances do not align with the ₹43,244.72 transaction amount."
T0000910,balance_inconsistency,67000.9,C2651798,M9438086,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2651798's starting/ending balances do not align with the ₹67,000.90 transaction amount."
T0000929,balance_inconsistency,67049.57,C5837923,C1634426,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5837923's starting/ending balances do not align with the ₹67,049.57 transaction amount."
T0000933,balance_inconsistency,52703.05,C4984094,C5348674,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4984094's starting/ending balances do not align with the ₹52,703.05 transaction amount."
T0000938,balance_inconsistency,168154.5,C5575174,M4952909,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5575174's starting/ending balances do not align with the ₹168,154.50 transaction amount."
T0000939,balance_inconsistency,36517.06,C7217876,M5529565,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7217876's starting/ending balances do not align with the ₹36,517.06 transaction amount."
T0000945,balance_inconsistency,68929.66,C9760651,M4375409,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9760651's starting/ending balances do not align with the ₹68,929.66 transaction amount."
T0000951,balance_inconsistency,61661.29,C6532281,C4861705,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6532281's starting/ending balances do not align with the ₹61,661.29 transaction amount."
T0000954,balance_inconsistency,133398.24,C6498887,M9388991,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6498887's starting/ending balances do not align with the ₹133,398.24 transaction amount."
T0000962,balance_inconsistency,126021.89,C2958656,M8544911,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C2958656's starting/ending balances do not align with the ₹126,021.89 transaction amount."
T0000978,balance_inconsistency,92482.14,C6091946,M6294416,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6091946's starting/ending balances do not align with the ₹92,482.14 transaction amount."
T0000982,balance_inconsistency,88216.47,C6831535,M8703661,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6831535's starting/ending balances do not align with the ₹88,216.47 transaction amount."
T0000984,balance_inconsistency,39384.65,C6871896,C6490219,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6871896's starting/ending balances do not align with the ₹39,384.65 transaction amount."
T0001016,balance_inconsistency,160395.54,C5447274,M3502666,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5447274's starting/ending balances do not align with the ₹160,395.54 transaction amount."
T0001020,balance_inconsistency,61679.64,C1648532,M7365404,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1648532's starting/ending balances do not align with the ₹61,679.64 transaction amount."
T0001024,balance_inconsistency,101488.33,C1500111,C9741350,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C1500111's starting/ending balances do not align with the ₹101,488.33 transaction amount."
T0001042,balance_inconsistency,18092.55,C4350353,C1986902,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4350353's starting/ending balances do not align with the ₹18,092.55 transaction amount."
T0001058,balance_inconsistency,151720.03,C3798653,M1438501,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3798653's starting/ending balances do not align with the ₹151,720.03 transaction amount."
T0001064,balance_inconsistency,89645.22,C4490574,C2479408,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C4490574's starting/ending balances do not align with the ₹89,645.22 transaction amount."
T0001090,balance_inconsistency,39607.64,C5034210,C5320720,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5034210's starting/ending balances do not align with the ₹39,607.64 transaction amount."
T0001105,balance_inconsistency,117491.69,C3196760,C3523362,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3196760's starting/ending balances do not align with the ₹117,491.69 transaction amount."
T0001123,balance_inconsistency,155266.96,C8565214,C8994506,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8565214's starting/ending balances do not align with the ₹155,266.96 transaction amount."
T0001146,balance_inconsistency,76126.17,C7917647,M3900877,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7917647's starting/ending balances do not align with the ₹76,126.17 transaction amount."
T0001147,balance_inconsistency,98567.3,C7202413,C6383073,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7202413's starting/ending balances do not align with the ₹98,567.30 transaction amount."
T0001184,balance_inconsistency,98803.07,C3767815,M1781203,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3767815's starting/ending balances do not align with the ₹98,803.07 transaction amount."
T0001193,balance_inconsistency,34252.3,C5732434,C3799141,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5732434's starting/ending balances do not align with the ₹34,252.30 transaction amount."
T0001202,balance_inconsistency,114137.51,C7852892,M5510881,DEBIT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7852892's starting/ending balances do not align with the ₹114,137.51 transaction amount."
T0001220,balance_inconsistency,418562.18,C5977933,C3947608,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5977933's starting/ending balances do not align with the ₹418,562.18 transaction amount."
T0001240,balance_inconsistency,166803.34,C7996087,M3497599,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7996087's starting/ending balances do not align with the ₹166,803.34 transaction amount."
T0001241,balance_inconsistency,24919.08,C9669291,C7555050,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9669291's starting/ending balances do not align with the ₹24,919.08 transaction amount."
T0001242,balance_inconsistency,70931.39,C5407297,M5058236,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C5407297's starting/ending balances do not align with the ₹70,931.39 transaction amount."
T0001275,balance_inconsistency,298403.99,C6913238,C5541393,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C6913238's starting/ending balances do not align with the ₹298,403.99 transaction amount."
T0001278,balance_inconsistency,189115.82,C8789108,C3489147,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8789108's starting/ending balances do not align with the ₹189,115.82 transaction amount."
T0001286,balance_inconsistency,88868.15,C3110816,C1466245,CASH_IN,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3110816's starting/ending balances do not align with the ₹88,868.15 transaction amount."
T0001296,balance_inconsistency,96454.27,C7095585,M8732605,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7095585's starting/ending balances do not align with the ₹96,454.27 transaction amount."
T0001304,balance_inconsistency,46820.35,C7044514,M2828345,PAYMENT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C7044514's starting/ending balances do not align with the ₹46,820.35 transaction amount."
T0001305,balance_inconsistency,94995.15,C3291851,C7858223,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C3291851's starting/ending balances do not align with the ₹94,995.15 transaction amount."
T0001311,balance_inconsistency,346441.83,C8016494,C9000610,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8016494's starting/ending balances do not align with the ₹346,441.83 transaction amount."
T0001312,balance_inconsistency,115209.11,C8680101,M4753475,TRANSFER,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C8680101's starting/ending balances do not align with the ₹115,209.11 transaction amount."
T0001313,balance_inconsistency,142650.32,C9122799,C7070266,CASH_OUT,,,Balance inconsistency detected – sender balance doesn't reconcile with amount,Flag Account for Audit,TICKET CREATED,"Math mismatch: C9122799's starting/ending balances do not align with the ₹142,650.32 transaction amount."
