transaction_id,status,amount,sender,receiver,transaction_type,bank_amount,amount_variance,root_cause,recommended_action,execution_status,genai_insight
T0015122,missing_in_bank,60934.15,C9832272,C6328210,PAYMENT,,60934.15,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹60,934.15 transfer from C9832272 to C6328210 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0011542,missing_in_bank,11153.16,C3011001,C4319477,TRANSFER,,11153.16,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹11,153.16 transfer from C3011001 to C4319477 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0013180,missing_in_ledger,,,,,99374.38,99374.38,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹99,374.38 transaction. Possible unrecorded direct debit or unauthorized charge."
T0018923,missing_in_bank,76889.05,C9956948,C4303288,TRANSFER,,76889.05,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹76,889.05 transfer from C9956948 to C4303288 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0001173,missing_in_ledger,,,,,63443.46,63443.46,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹63,443.46 transaction. Possible unrecorded direct debit or unauthorized charge."
T0007315,amount_mismatch,67985.68,C1515616,M6315851,TRANSFER,68278.69,293.0100000000093,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹67,985.68, but Bank shows ₹68,278.69 (Variance: ₹293.01). Check for hidden FX fees or vendor overcharges."
T0019364,amount_mismatch,32111.8,C8712023,M6423774,PAYMENT,32486.3,374.5,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹32,111.80, but Bank shows ₹32,486.30 (Variance: ₹374.50). Check for hidden FX fees or vendor overcharges."
T0004130,missing_in_ledger,,,,,17860.61,17860.61,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹17,860.61 transaction. Possible unrecorded direct debit or unauthorized charge."
T0013984,missing_in_ledger,,,,,37752.04,37752.04,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹37,752.04 transaction. Possible unrecorded direct debit or unauthorized charge."
T0017540,duplicate,77149.05,C7081873,M7670939,TRANSFER,77149.05,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0017540. Investigate double-billing by vendor.
T0017846,missing_in_ledger,,,,,67828.09,67828.09,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹67,828.09 transaction. Possible unrecorded direct debit or unauthorized charge."
T0007518,missing_in_bank,120224.73,C5290686,C8187300,CASH_OUT,,120224.73,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹120,224.73 transfer from C5290686 to C8187300 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0002130,missing_in_bank,27911.1,C9785154,C9834610,PAYMENT,,27911.1,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹27,911.10 transfer from C9785154 to C9834610 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0005888,missing_in_bank,25222.35,C7699483,C2601566,PAYMENT,,25222.35,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹25,222.35 transfer from C7699483 to C2601566 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0015732,missing_in_ledger,,,,,19025.37,19025.37,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹19,025.37 transaction. Possible unrecorded direct debit or unauthorized charge."
T0001549,missing_in_ledger,,,,,6329.1,6329.1,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹6,329.10 transaction. Possible unrecorded direct debit or unauthorized charge."
T0014053,missing_in_bank,67234.72,C1008597,C2919362,DEBIT,,67234.72,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹67,234.72 transfer from C1008597 to C2919362 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0014626,amount_mismatch,39421.67,C1228745,C5201889,PAYMENT,39653.94,232.27000000000407,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹39,421.67, but Bank shows ₹39,653.94 (Variance: ₹232.27). Check for hidden FX fees or vendor overcharges."
T0006533,amount_mismatch,2809.84,C9563878,C3459034,CASH_OUT,3186.02,376.17999999999984,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹2,809.84, but Bank shows ₹3,186.02 (Variance: ₹376.18). Check for hidden FX fees or vendor overcharges."
T0012746,missing_in_bank,5515.56,C7051491,C9801758,PAYMENT,,5515.56,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹5,515.56 transfer from C7051491 to C9801758 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0000498,missing_in_ledger,,,,,94408.3,94408.3,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹94,408.30 transaction. Possible unrecorded direct debit or unauthorized charge."
T0005725,missing_in_bank,6680.84,C5711789,C2100988,CASH_OUT,,6680.84,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹6,680.84 transfer from C5711789 to C2100988 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0008003,amount_mismatch,39080.42,C3168794,M3765948,CASH_OUT,39317.07,236.65000000000146,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹39,080.42, but Bank shows ₹39,317.07 (Variance: ₹236.65). Check for hidden FX fees or vendor overcharges."
T0011747,amount_mismatch,25673.75,C4957438,C4020760,CASH_OUT,26030.68,356.9300000000003,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹25,673.75, but Bank shows ₹26,030.68 (Variance: ₹356.93). Check for hidden FX fees or vendor overcharges."
T0016288,missing_in_bank,26116.37,C2244064,M3079787,CASH_IN,,26116.37,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹26,116.37 transfer from C2244064 to M3079787 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0011776,missing_in_bank,22610.52,C6296623,C1430649,DEBIT,,22610.52,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹22,610.52 transfer from C6296623 to C1430649 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0006590,missing_in_bank,58944.79,C9610335,C2465118,PAYMENT,,58944.79,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹58,944.79 transfer from C9610335 to C2465118 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0015419,missing_in_bank,75666.37,C3121940,M9520672,TRANSFER,,75666.37,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹75,666.37 transfer from C3121940 to M9520672 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0001873,amount_mismatch,7454.3,C4676298,M5673730,PAYMENT,7835.74,381.4399999999996,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹7,454.30, but Bank shows ₹7,835.74 (Variance: ₹381.44). Check for hidden FX fees or vendor overcharges."
T0013162,missing_in_ledger,,,,,64945.82,64945.82,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹64,945.82 transaction. Possible unrecorded direct debit or unauthorized charge."
T0011285,missing_in_bank,5850.93,C3047939,C8621816,TRANSFER,,5850.93,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹5,850.93 transfer from C3047939 to C8621816 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0000747,missing_in_bank,102344.71,C3817153,C8688850,CASH_OUT,,102344.71,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹102,344.71 transfer from C3817153 to C8688850 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0014150,missing_in_bank,75288.16,C3559803,M4509158,TRANSFER,,75288.16,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹75,288.16 transfer from C3559803 to M4509158 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0005641,amount_mismatch,94711.73,C7074264,C9934411,TRANSFER,94940.88,229.15000000000873,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹94,711.73, but Bank shows ₹94,940.88 (Variance: ₹229.15). Check for hidden FX fees or vendor overcharges."
T0000416,missing_in_bank,241598.82,C2096492,M6568834,TRANSFER,,241598.82,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹241,598.82 transfer from C2096492 to M6568834 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0009279,missing_in_ledger,,,,,2865.45,2865.45,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹2,865.45 transaction. Possible unrecorded direct debit or unauthorized charge."
T0018457,amount_mismatch,63341.72,C7901769,M4669292,PAYMENT,63674.56,332.8399999999965,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹63,341.72, but Bank shows ₹63,674.56 (Variance: ₹332.84). Check for hidden FX fees or vendor overcharges."
T0010155,amount_mismatch,33691.57,C2570159,C4600273,CASH_OUT,33854.78,163.20999999999913,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹33,691.57, but Bank shows ₹33,854.78 (Variance: ₹163.21). Check for hidden FX fees or vendor overcharges."
T0013660,duplicate,121731.01,C3430857,C2028520,PAYMENT,121731.01,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0013660. Investigate double-billing by vendor.
T0018714,missing_in_bank,142591.06,C5022765,C5020898,DEBIT,,142591.06,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹142,591.06 transfer from C5022765 to C5020898 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0012893,missing_in_ledger,,,,,2932.8,2932.8,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹2,932.80 transaction. Possible unrecorded direct debit or unauthorized charge."
T0017383,missing_in_ledger,,,,,43138.61,43138.61,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹43,138.61 transaction. Possible unrecorded direct debit or unauthorized charge."
T0006724,missing_in_bank,46604.47,C2129602,C4520592,CASH_IN,,46604.47,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹46,604.47 transfer from C2129602 to C4520592 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0018099,duplicate,27036.1,C3480378,M7592859,PAYMENT,27036.1,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0018099. Investigate double-billing by vendor.
T0007051,amount_mismatch,89432.47,C2381754,C6835917,PAYMENT,89487.73,55.25999999999476,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹89,432.47, but Bank shows ₹89,487.73 (Variance: ₹55.26). Check for hidden FX fees or vendor overcharges."
T0013273,missing_in_ledger,,,,,129476.62,129476.62,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹129,476.62 transaction. Possible unrecorded direct debit or unauthorized charge."
T0019843,missing_in_bank,53399.89,C7570227,M7402286,TRANSFER,,53399.89,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹53,399.89 transfer from C7570227 to M7402286 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0009638,amount_mismatch,3218.76,C5259027,M1200129,TRANSFER,3663.14,444.37999999999965,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹3,218.76, but Bank shows ₹3,663.14 (Variance: ₹444.38). Check for hidden FX fees or vendor overcharges."
T0015830,missing_in_bank,58180.12,C3810836,C3930393,PAYMENT,,58180.12,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹58,180.12 transfer from C3810836 to C3930393 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0005756,missing_in_ledger,,,,,26885.44,26885.44,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹26,885.44 transaction. Possible unrecorded direct debit or unauthorized charge."
T0008522,missing_in_bank,68598.89,C8352531,M9362428,PAYMENT,,68598.89,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹68,598.89 transfer from C8352531 to M9362428 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0008046,duplicate,82502.37,C3285997,M5585660,PAYMENT,82502.37,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0008046. Investigate double-billing by vendor.
T0010203,missing_in_bank,64921.84,C8429218,M9783892,PAYMENT,,64921.84,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹64,921.84 transfer from C8429218 to M9783892 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0007117,amount_mismatch,143864.22,C7399623,C9474037,PAYMENT,144022.74,158.51999999998952,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹143,864.22, but Bank shows ₹144,022.74 (Variance: ₹158.52). Check for hidden FX fees or vendor overcharges."
T0004220,amount_mismatch,46044.27,C5672504,M5517633,CASH_IN,46405.55,361.2800000000061,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹46,044.27, but Bank shows ₹46,405.55 (Variance: ₹361.28). Check for hidden FX fees or vendor overcharges."
T0013949,amount_mismatch,47252.59,C8074326,C7537916,PAYMENT,47346.16,93.57000000000698,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹47,252.59, but Bank shows ₹47,346.16 (Variance: ₹93.57). Check for hidden FX fees or vendor overcharges."
T0011078,missing_in_bank,5821.16,C1132607,C7987702,CASH_OUT,,5821.16,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹5,821.16 transfer from C1132607 to C7987702 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0019769,missing_in_bank,76243.79,C1190963,M6639537,TRANSFER,,76243.79,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹76,243.79 transfer from C1190963 to M6639537 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0004301,missing_in_bank,132590.29,C2200804,M1767388,DEBIT,,132590.29,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹132,590.29 transfer from C2200804 to M1767388 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0003808,missing_in_bank,23761.34,C6459096,C2033618,PAYMENT,,23761.34,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹23,761.34 transfer from C6459096 to C2033618 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0015604,duplicate,58726.52,C5689841,C6996385,CASH_OUT,58726.52,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0015604. Investigate double-billing by vendor.
T0003180,missing_in_bank,106101.66,C2756669,M6203599,TRANSFER,,106101.66,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹106,101.66 transfer from C2756669 to M6203599 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0019399,missing_in_bank,99456.73,C5501711,M2615895,PAYMENT,,99456.73,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹99,456.73 transfer from C5501711 to M2615895 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0017202,amount_mismatch,116599.26,C6800074,C8065328,TRANSFER,116717.56,118.30000000000291,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹116,599.26, but Bank shows ₹116,717.56 (Variance: ₹118.30). Check for hidden FX fees or vendor overcharges."
T0010736,amount_mismatch,9521.65,C5411051,M5622995,PAYMENT,9722.69,201.04000000000087,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹9,521.65, but Bank shows ₹9,722.69 (Variance: ₹201.04). Check for hidden FX fees or vendor overcharges."
T0004651,missing_in_bank,6351.17,C3982729,M2012724,PAYMENT,,6351.17,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹6,351.17 transfer from C3982729 to M2012724 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0015069,amount_mismatch,92770.52,C2163393,M8807814,TRANSFER,92972.48,201.95999999999185,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹92,770.52, but Bank shows ₹92,972.48 (Variance: ₹201.96). Check for hidden FX fees or vendor overcharges."
T0005471,amount_mismatch,975.3,C8194666,M3106599,CASH_OUT,1434.75,459.45000000000005,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹975.30, but Bank shows ₹1,434.75 (Variance: ₹459.45). Check for hidden FX fees or vendor overcharges."
T0006395,missing_in_ledger,,,,,275338.22,275338.22,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹275,338.22 transaction. Possible unrecorded direct debit or unauthorized charge."
T0014650,missing_in_bank,114605.31,C6711390,C1255630,DEBIT,,114605.31,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹114,605.31 transfer from C6711390 to C1255630 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0016468,amount_mismatch,44888.24,C6155189,C1936920,TRANSFER,45286.07,397.83000000000175,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹44,888.24, but Bank shows ₹45,286.07 (Variance: ₹397.83). Check for hidden FX fees or vendor overcharges."
T0014656,amount_mismatch,19773.16,C4888325,C2981436,CASH_OUT,20075.34,302.1800000000003,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹19,773.16, but Bank shows ₹20,075.34 (Variance: ₹302.18). Check for hidden FX fees or vendor overcharges."
T0011128,missing_in_bank,6644.87,C8824406,C7137950,PAYMENT,,6644.87,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹6,644.87 transfer from C8824406 to C7137950 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0004216,amount_mismatch,1695.57,C4073844,M3083034,CASH_IN,2124.82,429.2500000000002,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹1,695.57, but Bank shows ₹2,124.82 (Variance: ₹429.25). Check for hidden FX fees or vendor overcharges."
T0005504,missing_in_bank,2322.87,C8536450,M6961389,PAYMENT,,2322.87,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹2,322.87 transfer from C8536450 to M6961389 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0005257,amount_mismatch,45344.34,C7024391,C5498668,CASH_IN,45682.58,338.24000000000524,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹45,344.34, but Bank shows ₹45,682.58 (Variance: ₹338.24). Check for hidden FX fees or vendor overcharges."
T0012889,missing_in_bank,24222.28,C7153413,C4928575,TRANSFER,,24222.28,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹24,222.28 transfer from C7153413 to C4928575 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0016715,missing_in_ledger,,,,,82720.53,82720.53,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹82,720.53 transaction. Possible unrecorded direct debit or unauthorized charge."
T0019533,missing_in_ledger,,,,,525.87,525.87,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,Bank processed an unexpected ₹525.87 transaction. Possible unrecorded direct debit or unauthorized charge.
T0011638,missing_in_bank,13208.37,C7488262,C3779335,PAYMENT,,13208.37,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹13,208.37 transfer from C7488262 to C3779335 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0010440,missing_in_bank,52933.34,C4911793,C3975931,PAYMENT,,52933.34,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹52,933.34 transfer from C4911793 to C3975931 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0010041,missing_in_bank,2636.05,C6665648,C9867431,CASH_OUT,,2636.05,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹2,636.05 transfer from C6665648 to C9867431 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0012103,duplicate,21078.4,C4279682,C6640924,CASH_OUT,21078.4,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0012103. Investigate double-billing by vendor.
T0007072,amount_mismatch,63672.53,C8309012,C2305289,PAYMENT,64128.49,455.9599999999991,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹63,672.53, but Bank shows ₹64,128.49 (Variance: ₹455.96). Check for hidden FX fees or vendor overcharges."
T0002225,missing_in_bank,51983.08,C8899611,C5193152,CASH_IN,,51983.08,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹51,983.08 transfer from C8899611 to C5193152 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0000174,missing_in_bank,70004.74,C7270936,C7189781,CASH_OUT,,70004.74,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹70,004.74 transfer from C7270936 to C7189781 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0000226,missing_in_bank,46403.27,C6212975,C2381249,PAYMENT,,46403.27,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹46,403.27 transfer from C6212975 to C2381249 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0011349,amount_mismatch,13743.99,C6202546,M2160992,TRANSFER,14034.03,290.0400000000009,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹13,743.99, but Bank shows ₹14,034.03 (Variance: ₹290.04). Check for hidden FX fees or vendor overcharges."
T0008732,missing_in_bank,66595.67,C7442238,C6151615,CASH_OUT,,66595.67,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹66,595.67 transfer from C7442238 to C6151615 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0015392,amount_mismatch,53628.64,C9637193,C3517435,TRANSFER,53711.49,82.84999999999854,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹53,628.64, but Bank shows ₹53,711.49 (Variance: ₹82.85). Check for hidden FX fees or vendor overcharges."
T0002849,missing_in_bank,27625.12,C2753944,C9075042,TRANSFER,,27625.12,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹27,625.12 transfer from C2753944 to C9075042 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0004610,amount_mismatch,93867.69,C3921792,M8836629,PAYMENT,93945.91,78.22000000000116,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹93,867.69, but Bank shows ₹93,945.91 (Variance: ₹78.22). Check for hidden FX fees or vendor overcharges."
T0001214,missing_in_bank,84887.3,C2026936,C7933540,PAYMENT,,84887.3,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹84,887.30 transfer from C2026936 to C7933540 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0018053,missing_in_bank,150650.24,C5677297,C1863814,PAYMENT,,150650.24,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹150,650.24 transfer from C5677297 to C1863814 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0017608,missing_in_bank,107420.96,C9185214,M8588106,PAYMENT,,107420.96,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹107,420.96 transfer from C9185214 to M8588106 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0004597,missing_in_bank,25414.01,C9599971,C6909396,CASH_IN,,25414.01,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹25,414.01 transfer from C9599971 to C6909396 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0005028,missing_in_bank,35517.97,C3094589,M8581770,PAYMENT,,35517.97,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹35,517.97 transfer from C3094589 to M8581770 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0014941,amount_mismatch,59464.9,C4485759,M1740068,CASH_OUT,59602.78,137.87999999999738,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹59,464.90, but Bank shows ₹59,602.78 (Variance: ₹137.88). Check for hidden FX fees or vendor overcharges."
T0001025,missing_in_bank,74097.38,C1698804,C7504973,TRANSFER,,74097.38,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹74,097.38 transfer from C1698804 to C7504973 is missing from the bank statement. Likely a settlement delay or weekend lag."
